image_name,json_name,shape_index,bbox_left,bbox_top,bbox_right,bbox_bottom,level,level_file,resource_type,resource_type_file,relation,relation_file
sanzhan_plot_20260317_184919_0001.png,sanzhan_plot_20260317_184919_0001.json,10,272,408,462,509,lv07,level\raw\lv07\sanzhan_plot_20260317_184919_0001__s010.png,stone,resource_type\raw\stone\sanzhan_plot_20260317_184919_0001__s010.png,self,relation\raw\self\sanzhan_plot_20260317_184919_0001__s010.png
sanzhan_plot_20260317_184920_0002.png,sanzhan_plot_20260317_184920_0002.json,0,367,78,518,176,lv05,level\raw\lv05\sanzhan_plot_20260317_184920_0002__s000.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184920_0002__s000.png,self,relation\raw\self\sanzhan_plot_20260317_184920_0002__s000.png
sanzhan_plot_20260317_184920_0002.png,sanzhan_plot_20260317_184920_0002.json,1,285,122,459,220,lv05,level\raw\lv05\sanzhan_plot_20260317_184920_0002__s001.png,food,resource_type\raw\food\sanzhan_plot_20260317_184920_0002__s001.png,ally,relation\raw\ally\sanzhan_plot_20260317_184920_0002__s001.png
sanzhan_plot_20260317_184920_0002.png,sanzhan_plot_20260317_184920_0002.json,2,208,156,364,268,lv07,level\raw\lv07\sanzhan_plot_20260317_184920_0002__s002.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184920_0002__s002.png,self,relation\raw\self\sanzhan_plot_20260317_184920_0002__s002.png
sanzhan_plot_20260317_184920_0002.png,sanzhan_plot_20260317_184920_0002.json,3,120,206,284,309,lv06,level\raw\lv06\sanzhan_plot_20260317_184920_0002__s003.png,stone,resource_type\raw\stone\sanzhan_plot_20260317_184920_0002__s003.png,self,relation\raw\self\sanzhan_plot_20260317_184920_0002__s003.png
sanzhan_plot_20260317_184920_0002.png,sanzhan_plot_20260317_184920_0002.json,4,10,179,175,297,lv07,level\raw\lv07\sanzhan_plot_20260317_184920_0002__s004.png,stone,resource_type\raw\stone\sanzhan_plot_20260317_184920_0002__s004.png,self,relation\raw\self\sanzhan_plot_20260317_184920_0002__s004.png
sanzhan_plot_20260317_184920_0002.png,sanzhan_plot_20260317_184920_0002.json,5,608,25,762,117,lv05,level\raw\lv05\sanzhan_plot_20260317_184920_0002__s005.png,food,resource_type\raw\food\sanzhan_plot_20260317_184920_0002__s005.png,ally,relation\raw\ally\sanzhan_plot_20260317_184920_0002__s005.png
sanzhan_plot_20260317_184920_0002.png,sanzhan_plot_20260317_184920_0002.json,6,170,353,349,480,lv08,level\raw\lv08\sanzhan_plot_20260317_184920_0002__s006.png,food,resource_type\raw\food\sanzhan_plot_20260317_184920_0002__s006.png,self,relation\raw\self\sanzhan_plot_20260317_184920_0002__s006.png
sanzhan_plot_20260317_184920_0002.png,sanzhan_plot_20260317_184920_0002.json,7,734,205,900,312,lv05,level\raw\lv05\sanzhan_plot_20260317_184920_0002__s007.png,food,resource_type\raw\food\sanzhan_plot_20260317_184920_0002__s007.png,self,relation\raw\self\sanzhan_plot_20260317_184920_0002__s007.png
sanzhan_plot_20260317_184920_0002.png,sanzhan_plot_20260317_184920_0002.json,8,500,355,685,478,lv05,level\raw\lv05\sanzhan_plot_20260317_184920_0002__s008.png,food,resource_type\raw\food\sanzhan_plot_20260317_184920_0002__s008.png,ally,relation\raw\ally\sanzhan_plot_20260317_184920_0002__s008.png
sanzhan_plot_20260317_184920_0002.png,sanzhan_plot_20260317_184920_0002.json,9,631,376,813,494,lv06,level\raw\lv06\sanzhan_plot_20260317_184920_0002__s009.png,food,resource_type\raw\food\sanzhan_plot_20260317_184920_0002__s009.png,self,relation\raw\self\sanzhan_plot_20260317_184920_0002__s009.png
sanzhan_plot_20260317_184920_0002.png,sanzhan_plot_20260317_184920_0002.json,10,783,277,959,389,lv04,level\raw\lv04\sanzhan_plot_20260317_184920_0002__s010.png,food,resource_type\raw\food\sanzhan_plot_20260317_184920_0002__s010.png,self,relation\raw\self\sanzhan_plot_20260317_184920_0002__s010.png
sanzhan_plot_20260317_184920_0002.png,sanzhan_plot_20260317_184920_0002.json,11,288,377,474,507,lv05,level\raw\lv05\sanzhan_plot_20260317_184920_0002__s011.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184920_0002__s011.png,ally,relation\raw\ally\sanzhan_plot_20260317_184920_0002__s011.png
sanzhan_plot_20260317_184920_0002.png,sanzhan_plot_20260317_184920_0002.json,12,231,231,399,334,lv06,level\raw\lv06\sanzhan_plot_20260317_184920_0002__s012.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184920_0002__s012.png,self,relation\raw\self\sanzhan_plot_20260317_184920_0002__s012.png
sanzhan_plot_20260317_184920_0002.png,sanzhan_plot_20260317_184920_0002.json,13,346,253,517,360,lv05,level\raw\lv05\sanzhan_plot_20260317_184920_0002__s013.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184920_0002__s013.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184920_0002__s013.png
sanzhan_plot_20260317_184920_0002.png,sanzhan_plot_20260317_184920_0002.json,14,143,278,320,389,lv06,level\raw\lv06\sanzhan_plot_20260317_184920_0002__s014.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184920_0002__s014.png,self,relation\raw\self\sanzhan_plot_20260317_184920_0002__s014.png
sanzhan_plot_20260317_184920_0002.png,sanzhan_plot_20260317_184920_0002.json,15,254,297,442,418,lv04,level\raw\lv04\sanzhan_plot_20260317_184920_0002__s015.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184920_0002__s015.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184920_0002__s015.png
sanzhan_plot_20260317_184920_0002.png,sanzhan_plot_20260317_184920_0002.json,16,756,97,923,197,lv05,level\raw\lv05\sanzhan_plot_20260317_184920_0002__s016.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184920_0002__s016.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184920_0002__s016.png
sanzhan_plot_20260317_184920_0002.png,sanzhan_plot_20260317_184920_0002.json,17,52,329,228,447,lv05,level\raw\lv05\sanzhan_plot_20260317_184920_0002__s017.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184920_0002__s017.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184920_0002__s017.png
sanzhan_plot_20260317_184920_0002.png,sanzhan_plot_20260317_184920_0002.json,18,174,105,344,197,lv04,level\raw\lv04\sanzhan_plot_20260317_184920_0002__s018.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184920_0002__s018.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184920_0002__s018.png
sanzhan_plot_20260317_184923_0003.png,sanzhan_plot_20260317_184923_0003.json,0,228,76,383,171,lv08,level\raw\lv08\sanzhan_plot_20260317_184923_0003__s000.png,food,resource_type\raw\food\sanzhan_plot_20260317_184923_0003__s000.png,self,relation\raw\self\sanzhan_plot_20260317_184923_0003__s000.png
sanzhan_plot_20260317_184923_0003.png,sanzhan_plot_20260317_184923_0003.json,1,335,90,494,195,lv05,level\raw\lv05\sanzhan_plot_20260317_184923_0003__s001.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184923_0003__s001.png,ally,relation\raw\ally\sanzhan_plot_20260317_184923_0003__s001.png
sanzhan_plot_20260317_184923_0003.png,sanzhan_plot_20260317_184923_0003.json,2,508,73,668,169,lv05,level\raw\lv05\sanzhan_plot_20260317_184923_0003__s002.png,food,resource_type\raw\food\sanzhan_plot_20260317_184923_0003__s002.png,ally,relation\raw\ally\sanzhan_plot_20260317_184923_0003__s002.png
sanzhan_plot_20260317_184923_0003.png,sanzhan_plot_20260317_184923_0003.json,3,620,91,778,191,lv06,level\raw\lv06\sanzhan_plot_20260317_184923_0003__s003.png,food,resource_type\raw\food\sanzhan_plot_20260317_184923_0003__s003.png,self,relation\raw\self\sanzhan_plot_20260317_184923_0003__s003.png
sanzhan_plot_20260317_184923_0003.png,sanzhan_plot_20260317_184923_0003.json,4,751,17,901,109,lv05,level\raw\lv05\sanzhan_plot_20260317_184923_0003__s004.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184923_0003__s004.png,self,relation\raw\self\sanzhan_plot_20260317_184923_0003__s004.png
sanzhan_plot_20260317_184923_0003.png,sanzhan_plot_20260317_184923_0003.json,5,45,90,200,190,lv05,level\raw\lv05\sanzhan_plot_20260317_184923_0003__s005.png,food,resource_type\raw\food\sanzhan_plot_20260317_184923_0003__s005.png,ally,relation\raw\ally\sanzhan_plot_20260317_184923_0003__s005.png
sanzhan_plot_20260317_184923_0003.png,sanzhan_plot_20260317_184923_0003.json,6,148,110,310,216,lv07,level\raw\lv07\sanzhan_plot_20260317_184923_0003__s006.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184923_0003__s006.png,ally,relation\raw\ally\sanzhan_plot_20260317_184923_0003__s006.png
sanzhan_plot_20260317_184923_0003.png,sanzhan_plot_20260317_184923_0003.json,7,0,209,138,304,lv08,level\raw\lv08\sanzhan_plot_20260317_184923_0003__s007.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184923_0003__s007.png,self,relation\raw\self\sanzhan_plot_20260317_184923_0003__s007.png
sanzhan_plot_20260317_184923_0003.png,sanzhan_plot_20260317_184923_0003.json,8,83,216,252,333,lv10,level\raw\lv10\sanzhan_plot_20260317_184923_0003__s008.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184923_0003__s008.png,self,relation\raw\self\sanzhan_plot_20260317_184923_0003__s008.png
sanzhan_plot_20260317_184923_0003.png,sanzhan_plot_20260317_184923_0003.json,9,216,316,398,439,lv07,level\raw\lv07\sanzhan_plot_20260317_184923_0003__s009.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184923_0003__s009.png,self,relation\raw\self\sanzhan_plot_20260317_184923_0003__s009.png
sanzhan_plot_20260317_184923_0003.png,sanzhan_plot_20260317_184923_0003.json,10,429,286,600,408,lv05,level\raw\lv05\sanzhan_plot_20260317_184923_0003__s010.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184923_0003__s010.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184923_0003__s010.png
sanzhan_plot_20260317_184923_0003.png,sanzhan_plot_20260317_184923_0003.json,11,350,351,515,471,lv05,level\raw\lv05\sanzhan_plot_20260317_184923_0003__s011.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184923_0003__s011.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184923_0003__s011.png
sanzhan_plot_20260317_184923_0003.png,sanzhan_plot_20260317_184923_0003.json,12,590,196,760,305,lv05,level\raw\lv05\sanzhan_plot_20260317_184923_0003__s012.png,food,resource_type\raw\food\sanzhan_plot_20260317_184923_0003__s012.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184923_0003__s012.png
sanzhan_plot_20260317_184923_0003.png,sanzhan_plot_20260317_184923_0003.json,13,793,367,995,495,lv05,level\raw\lv05\sanzhan_plot_20260317_184923_0003__s013.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184923_0003__s013.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184923_0003__s013.png
sanzhan_plot_20260317_184923_0003.png,sanzhan_plot_20260317_184923_0003.json,14,124,52,282,151,lv05,level\raw\lv05\sanzhan_plot_20260317_184923_0003__s014.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184923_0003__s014.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184923_0003__s014.png
sanzhan_plot_20260317_184923_0003.png,sanzhan_plot_20260317_184923_0003.json,15,357,156,527,262,lv04,level\raw\lv04\sanzhan_plot_20260317_184923_0003__s015.png,stone,resource_type\raw\stone\sanzhan_plot_20260317_184923_0003__s015.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184923_0003__s015.png
sanzhan_plot_20260317_184923_0003.png,sanzhan_plot_20260317_184923_0003.json,16,548,316,726,440,lv06,level\raw\lv06\sanzhan_plot_20260317_184923_0003__s016.png,food,resource_type\raw\food\sanzhan_plot_20260317_184923_0003__s016.png,ally,relation\raw\ally\sanzhan_plot_20260317_184923_0003__s016.png
sanzhan_plot_20260317_184923_0003.png,sanzhan_plot_20260317_184923_0003.json,17,461,373,643,497,lv04,level\raw\lv04\sanzhan_plot_20260317_184923_0003__s017.png,stone,resource_type\raw\stone\sanzhan_plot_20260317_184923_0003__s017.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184923_0003__s017.png
sanzhan_plot_20260317_184923_0003.png,sanzhan_plot_20260317_184923_0003.json,18,126,374,312,498,lv06,level\raw\lv06\sanzhan_plot_20260317_184923_0003__s018.png,stone,resource_type\raw\stone\sanzhan_plot_20260317_184923_0003__s018.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184923_0003__s018.png
sanzhan_plot_20260317_184923_0003.png,sanzhan_plot_20260317_184923_0003.json,19,868,314,1062,442,lv04,level\raw\lv04\sanzhan_plot_20260317_184923_0003__s019.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184923_0003__s019.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184923_0003__s019.png
sanzhan_plot_20260317_184923_0003.png,sanzhan_plot_20260317_184923_0003.json,20,945,263,1079,387,lv04,level\raw\lv04\sanzhan_plot_20260317_184923_0003__s020.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184923_0003__s020.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184923_0003__s020.png
sanzhan_plot_20260317_184923_0003.png,sanzhan_plot_20260317_184923_0003.json,21,777,176,936,287,lv05,level\raw\lv05\sanzhan_plot_20260317_184923_0003__s021.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184923_0003__s021.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184923_0003__s021.png
sanzhan_plot_20260317_184923_0003.png,sanzhan_plot_20260317_184923_0003.json,22,0,72,97,174,lv05,level\raw\lv05\sanzhan_plot_20260317_184923_0003__s022.png,food,resource_type\raw\food\sanzhan_plot_20260317_184923_0003__s022.png,ally,relation\raw\ally\sanzhan_plot_20260317_184923_0003__s022.png
sanzhan_plot_20260317_184923_0003.png,sanzhan_plot_20260317_184923_0003.json,23,193,246,361,356,lv05,level\raw\lv05\sanzhan_plot_20260317_184923_0003__s023.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184923_0003__s023.png,ally,relation\raw\ally\sanzhan_plot_20260317_184923_0003__s023.png
sanzhan_plot_20260317_184923_0003.png,sanzhan_plot_20260317_184923_0003.json,24,310,271,482,380,lv06,level\raw\lv06\sanzhan_plot_20260317_184923_0003__s024.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184923_0003__s024.png,self,relation\raw\self\sanzhan_plot_20260317_184923_0003__s024.png
sanzhan_plot_20260317_184924_0004.png,sanzhan_plot_20260317_184924_0004.json,0,371,71,527,178,lv10,level\raw\lv10\sanzhan_plot_20260317_184924_0004__s000.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184924_0004__s000.png,self,relation\raw\self\sanzhan_plot_20260317_184924_0004__s000.png
sanzhan_plot_20260317_184924_0004.png,sanzhan_plot_20260317_184924_0004.json,1,478,92,633,199,lv05,level\raw\lv05\sanzhan_plot_20260317_184924_0004__s001.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184924_0004__s001.png,ally,relation\raw\ally\sanzhan_plot_20260317_184924_0004__s001.png
sanzhan_plot_20260317_184924_0004.png,sanzhan_plot_20260317_184924_0004.json,2,589,112,740,217,lv06,level\raw\lv06\sanzhan_plot_20260317_184924_0004__s002.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184924_0004__s002.png,self,relation\raw\self\sanzhan_plot_20260317_184924_0004__s002.png
sanzhan_plot_20260317_184924_0004.png,sanzhan_plot_20260317_184924_0004.json,3,506,150,684,264,lv07,level\raw\lv07\sanzhan_plot_20260317_184924_0004__s003.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184924_0004__s003.png,self,relation\raw\self\sanzhan_plot_20260317_184924_0004__s003.png
sanzhan_plot_20260317_184924_0004.png,sanzhan_plot_20260317_184924_0004.json,4,695,137,859,242,lv05,level\raw\lv05\sanzhan_plot_20260317_184924_0004__s004.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184924_0004__s004.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184924_0004__s004.png
sanzhan_plot_20260317_184924_0004.png,sanzhan_plot_20260317_184924_0004.json,5,50,324,239,450,lv10,level\raw\lv10\sanzhan_plot_20260317_184924_0004__s005.png,copper,resource_type\raw\copper\sanzhan_plot_20260317_184924_0004__s005.png,ally,relation\raw\ally\sanzhan_plot_20260317_184924_0004__s005.png
sanzhan_plot_20260317_184924_0004.png,sanzhan_plot_20260317_184924_0004.json,6,242,220,408,336,lv05,level\raw\lv05\sanzhan_plot_20260317_184924_0004__s006.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184924_0004__s006.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184924_0004__s006.png
sanzhan_plot_20260317_184924_0004.png,sanzhan_plot_20260317_184924_0004.json,7,500,353,695,476,lv04,level\raw\lv04\sanzhan_plot_20260317_184924_0004__s007.png,stone,resource_type\raw\stone\sanzhan_plot_20260317_184924_0004__s007.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184924_0004__s007.png
sanzhan_plot_20260317_184924_0004.png,sanzhan_plot_20260317_184924_0004.json,8,647,379,818,494,lv05,level\raw\lv05\sanzhan_plot_20260317_184924_0004__s008.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184924_0004__s008.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184924_0004__s008.png
sanzhan_plot_20260317_184924_0004.png,sanzhan_plot_20260317_184924_0004.json,9,705,325,897,452,lv06,level\raw\lv06\sanzhan_plot_20260317_184924_0004__s009.png,stone,resource_type\raw\stone\sanzhan_plot_20260317_184924_0004__s009.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184924_0004__s009.png
sanzhan_plot_20260317_184924_0004.png,sanzhan_plot_20260317_184924_0004.json,10,782,271,968,404,lv05,level\raw\lv05\sanzhan_plot_20260317_184924_0004__s010.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184924_0004__s010.png,ally,relation\raw\ally\sanzhan_plot_20260317_184924_0004__s010.png
sanzhan_plot_20260317_184924_0004.png,sanzhan_plot_20260317_184924_0004.json,11,755,409,963,509,lv06,level\raw\lv06\sanzhan_plot_20260317_184924_0004__s011.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184924_0004__s011.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184924_0004__s011.png
sanzhan_plot_20260317_184924_0004.png,sanzhan_plot_20260317_184924_0004.json,12,633,181,792,284,lv05,level\raw\lv05\sanzhan_plot_20260317_184924_0004__s012.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184924_0004__s012.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184924_0004__s012.png
sanzhan_plot_20260317_184924_0004.png,sanzhan_plot_20260317_184924_0004.json,13,432,199,601,315,lv06,level\raw\lv06\sanzhan_plot_20260317_184924_0004__s013.png,stone,resource_type\raw\stone\sanzhan_plot_20260317_184924_0004__s013.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184924_0004__s013.png
sanzhan_plot_20260317_184924_0004.png,sanzhan_plot_20260317_184924_0004.json,14,736,207,923,313,lv04,level\raw\lv04\sanzhan_plot_20260317_184924_0004__s014.png,stone,resource_type\raw\stone\sanzhan_plot_20260317_184924_0004__s014.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184924_0004__s014.png
sanzhan_plot_20260317_184924_0004.png,sanzhan_plot_20260317_184924_0004.json,15,123,205,299,315,lv05,level\raw\lv05\sanzhan_plot_20260317_184924_0004__s015.png,food,resource_type\raw\food\sanzhan_plot_20260317_184924_0004__s015.png,ally,relation\raw\ally\sanzhan_plot_20260317_184924_0004__s015.png
sanzhan_plot_20260317_184924_0004.png,sanzhan_plot_20260317_184924_0004.json,16,0,297,119,425,lv05,level\raw\lv05\sanzhan_plot_20260317_184924_0004__s016.png,food,resource_type\raw\food\sanzhan_plot_20260317_184924_0004__s016.png,ally,relation\raw\ally\sanzhan_plot_20260317_184924_0004__s016.png
sanzhan_plot_20260317_184924_0004.png,sanzhan_plot_20260317_184924_0004.json,17,980,377,1079,499,lv06,level\raw\lv06\sanzhan_plot_20260317_184924_0004__s017.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184924_0004__s017.png,self,relation\raw\self\sanzhan_plot_20260317_184924_0004__s017.png
sanzhan_plot_20260317_184924_0004.png,sanzhan_plot_20260317_184924_0004.json,18,988,245,1079,365,lv05,level\raw\lv05\sanzhan_plot_20260317_184924_0004__s018.png,food,resource_type\raw\food\sanzhan_plot_20260317_184924_0004__s018.png,ally,relation\raw\ally\sanzhan_plot_20260317_184924_0004__s018.png
sanzhan_plot_20260317_184925_0005.png,sanzhan_plot_20260317_184925_0005.json,0,427,53,581,151,lv10,level\raw\lv10\sanzhan_plot_20260317_184925_0005__s000.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184925_0005__s000.png,self,relation\raw\self\sanzhan_plot_20260317_184925_0005__s000.png
sanzhan_plot_20260317_184925_0005.png,sanzhan_plot_20260317_184925_0005.json,1,533,78,690,169,lv05,level\raw\lv05\sanzhan_plot_20260317_184925_0005__s001.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184925_0005__s001.png,ally,relation\raw\ally\sanzhan_plot_20260317_184925_0005__s001.png
sanzhan_plot_20260317_184925_0005.png,sanzhan_plot_20260317_184925_0005.json,2,644,92,800,188,lv06,level\raw\lv06\sanzhan_plot_20260317_184925_0005__s002.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184925_0005__s002.png,self,relation\raw\self\sanzhan_plot_20260317_184925_0005__s002.png
sanzhan_plot_20260317_184925_0005.png,sanzhan_plot_20260317_184925_0005.json,3,571,132,728,238,lv07,level\raw\lv07\sanzhan_plot_20260317_184925_0005__s003.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184925_0005__s003.png,self,relation\raw\self\sanzhan_plot_20260317_184925_0005__s003.png
sanzhan_plot_20260317_184925_0005.png,sanzhan_plot_20260317_184925_0005.json,4,192,181,359,285,lv05,level\raw\lv05\sanzhan_plot_20260317_184925_0005__s004.png,food,resource_type\raw\food\sanzhan_plot_20260317_184925_0005__s004.png,ally,relation\raw\ally\sanzhan_plot_20260317_184925_0005__s004.png
sanzhan_plot_20260317_184925_0005.png,sanzhan_plot_20260317_184925_0005.json,5,301,195,474,307,lv05,level\raw\lv05\sanzhan_plot_20260317_184925_0005__s005.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184925_0005__s005.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184925_0005__s005.png
sanzhan_plot_20260317_184925_0005.png,sanzhan_plot_20260317_184925_0005.json,6,127,286,304,420,lv10,level\raw\lv10\sanzhan_plot_20260317_184925_0005__s006.png,copper,resource_type\raw\copper\sanzhan_plot_20260317_184925_0005__s006.png,ally,relation\raw\ally\sanzhan_plot_20260317_184925_0005__s006.png
sanzhan_plot_20260317_184925_0005.png,sanzhan_plot_20260317_184925_0005.json,7,11,268,190,392,lv05,level\raw\lv05\sanzhan_plot_20260317_184925_0005__s007.png,food,resource_type\raw\food\sanzhan_plot_20260317_184925_0005__s007.png,ally,relation\raw\ally\sanzhan_plot_20260317_184925_0005__s007.png
sanzhan_plot_20260317_184925_0005.png,sanzhan_plot_20260317_184925_0005.json,8,498,175,664,289,lv06,level\raw\lv06\sanzhan_plot_20260317_184925_0005__s008.png,stone,resource_type\raw\stone\sanzhan_plot_20260317_184925_0005__s008.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184925_0005__s008.png
sanzhan_plot_20260317_184925_0005.png,sanzhan_plot_20260317_184925_0005.json,9,689,165,854,260,lv05,level\raw\lv05\sanzhan_plot_20260317_184925_0005__s009.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184925_0005__s009.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184925_0005__s009.png
sanzhan_plot_20260317_184925_0005.png,sanzhan_plot_20260317_184925_0005.json,10,753,115,918,214,lv05,level\raw\lv05\sanzhan_plot_20260317_184925_0005__s010.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184925_0005__s010.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184925_0005__s010.png
